ville,date,temperature,humidite,pluie,vent,description,score_meteo,ideal_temp,low_rain,low_wind
Antalaha,2022-05-10,28.1,89.0,0.0,12.4,inconnu,32,False,True,True
Antalaha,2022-05-11,27.6,90.0,4.0,13.5,inconnu,18,True,False,True
Antalaha,2022-05-12,28.1,85.0,0.5,18.6,inconnu,29,False,True,False
Antalaha,2022-05-13,27.2,79.0,0.1,18.8,inconnu,29,True,True,False
Antalaha,2022-05-14,28.0,75.0,0.0,23.3,peu nuageux,32,True,True,False
Antalaha,2022-05-15,28.0,74.0,0.0,22.7,inconnu,32,True,True,False
Antalaha,2022-05-16,27.4,79.0,1.6,18.5,inconnu,25,True,False,False
Antalaha,2022-05-17,27.5,82.0,0.9,21.8,inconnu,27,True,True,False
Antalaha,2022-05-18,25.0,87.0,9.5,23.7,inconnu,0,True,False,False
Antalaha,2022-05-19,27.2,76.0,0.0,21.0,inconnu,30,True,True,False
Antalaha,2022-05-20,26.3,83.0,2.5,21.3,inconnu,19,True,False,False
Antalaha,2022-05-21,26.2,82.0,1.5,20.5,inconnu,22,True,False,False
Antalaha,2022-05-22,26.7,83.0,2.4,18.7,inconnu,20,True,False,False
Antalaha,2022-05-23,26.8,80.0,0.7,20.5,inconnu,26,True,True,False
Antalaha,2022-05-24,26.7,82.0,0.4,16.6,inconnu,26,True,True,False
Antalaha,2022-05-25,26.6,87.0,0.4,15.1,inconnu,25,True,True,False
Antalaha,2022-05-26,27.1,84.0,0.0,14.7,inconnu,28,True,True,True
